instruction,input,output,category
Apa makna dan peran 15 Maret dalam kehidupan masyarakat Indonesia?,,"Kelahiran 1713 - Nicolas Louis de Lacaille, seorang astronom Prancis (w. 1762). 1767 - Andrew Jackson, kelak menjadi Presiden Amerika Serikat ke-7 (w. 1845). 1854 - Emil Adolf von Behring, seorang dokter dan ahli fisiologi Jerman (w. 1917). 1930 - Zhores Ivanovich Alferov, seorang fisikawan Rusia. 1932 - Alan Bean, astronaut Amerika Serikat (w. 2018). 1967 - Liliana Tanaja Tanoesoedibjo, pengusaha Indonesia. 1972 - Mark Hoppus, pemain bass Blink-182. 1993 - Alia Bhatt, aktris India. 1993 - Kezia Karamoy, personel Cherrybelle, adik kandung Angel Karamoy. 1993 - Paul Pogba, pemain sepak bola Prancis. 1997 - Dena Siti Rohyati, anggota grup idola Indonesia JKT48.",Sejarah_Nusantara
Apa makna dan peran Franz Rosenzweig dalam kehidupan masyarakat Indonesia?,,"Franz Rosenzweig juga dipengaruhi oleh teman dekatnya Eugen Rosenstock-Huessy dan sekaligus juga yang menjadi sepupunya. Dia pun akhirnya mempertimbangkan diri untuk menjadi Kristen. Dia mendapatkan pelayanan Yom Kippur di gereja sinagogue Orthodox di Berlin, Germany. Pada saat itu, dia mengalami pengalaman mistik. Pada tahun 1913, Dia kembali ke filsafat Yahudi. Suratnya kepada temannya, Eugen Rosenstock-Huessy, yang mempengaruhi dia menjadi pengikut Kristen, dimasukkannya ke dalam bukunya dengan judul Judaism Despite Christianity.",Sejarah_Nusantara
"Ceritakan secara singkat tentang Datanglah, Roh Kudus dan signifikansinya bagi masyarakat setempat.",,"Kalimat pertama doa ini (Veni, Sancte Spiritus, reple tuorum corda fidelium, et tui amoris in eis ignem accende) merupakan doa—juga antifon maupun himne—dalam Gereja Katolik dengan tradisi liturgi Ritus Roma, yang adalah pengembangan dari doa permohonan sederhana kepada Roh Kudus: ""Veni, Sancte Spiritus"" (Datanglah, Roh Kudus). Doa ini telah sejak lama digunakan sebagai devosi pribadi, dan yang mendoakannya dapat memperoleh ""indulgensi sebagian"" sejauh persyaratannya terpenuhi (lih. Indulgensi).",Budaya_Tradisi
Apa yang dimaksud dengan Devana dan bagaimana keberadaannya dalam budaya Indonesia?,,"Devana ( , ), Zevana (), atau Zievonya () adalah dewi alam liar, hutan, perburuan dan bulan yang disembah oleh bangsa Slavia Barat. Dalam sumber, dia pertama kali disebutkan pada abad ke-15 oleh Jan Długosz, yang membandingkannya dengan dewi Romawi Diana. Dziewanna juga merupakan nama Polandia untuk Verbascum, dan etimologi kata tersebut tidak jelas. Setelah kritik keras dari Aleksander Brückner, para peneliti menolak keabsahan adanya dewi ini dalam budaya slavik, tetapi saat ini diterima oleh semakin banyak peneliti. Terkadang, dalam ritual rakyat, dia tampil bersama Morana. Setelah Kristenisasi, dia bisa digantikan oleh Our Lady of Thunder Candle.",Budaya_Tradisi
Bagaimana Richard Francis Burton mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Sir Richard Francis Burton (; 19 Maret 1821 – 20 Oktober 1890) adalah seorang penjelajah, geograf, penerjemah, penulis, tentara, oriental, kartograf, etnolog, mata-mata, linguis, penyair, penganggar, dan diplomat Britania. Ia terkenal karena perjalanan dan penjelajahannya di Asia, Afrika, dan Amerika, dan juga pengetahuan luar biasanya mengenai budaya dan bahasa. Menurut suatu perhitungan, ia berbicara 29 bahasa Eropa, Asia, dan Afrika.",Budaya_Tradisi
Bagaimana Demografi Afrika Selatan mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Pada 2011, Statistik Afrika Selatan menyatakan bahwa terdapat 1.6 juta warga negara asing secara keseluruhan. Namun, jumlah pastinya masih tidak diketahui. Perkiraan jumlah yang paling tertinggi adalah lima juta orang, termasuk sekitar tiga juta orang Zimbabwe.",Budaya_Tradisi
Bagaimana Universitas Warmadewa mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Pada tanggal 17 Juli 1984, Universitas Warmadewa resmi didirikan dan kepengurusan yayasan ditetapkan susunannya pada Rapat Korpri Bali tanggal 30 Juli 1984. Setelah kelengkapan Badan-Badan Yayasan terbentuk, selanjutnya dilaporkan kepada Kopertis Wilayah VIII, bahwa Universitas Korpri telah berdiri dengan nama Universitas Warmadewa. Nama Universitas Warmadewa diberikan oleh Gubernur Bali pada waktu itu, Prof. Dr. Ida Bagus Mantra, sebagai bentuk apresiasi terhadap raja Bali zaman sebelum Majapahit dari Dinasti Warmadewa. Pada tanggal 15 Agustus 1984, Prof. dr. I Gusti Agung Gde Puthra ditetapkan sebagai Rektor Pertama Universitas Warmadewa. Perkuliahan perdana dilakukan di halaman Kampus Unud pada tanggal 17 September 1984 yang sampai sekarang diperingati sebagai hari lahirnya Universitas Warmadewa.",Sejarah_Nusantara
"Apa yang dimaksud dengan Sibanggor Jae, Puncak Sorik Marapi, Mandailing Natal dan bagaimana keberadaannya dalam budaya Indonesia?",,"Sejarah Desa Sibanggor Jae pernah menjadi perwakilan dari Kabupaten Mandailing Natal sebagai desa teladan pada tahun 2000 dan diperkompetisikan di seluruh provinsi di mana Sibanggor Jae menjadi ""desa terbaik ke-3"". Pada tahun 2005 juga desa ini dinobatkan sebagai desa teladan di daerah Mandailing Natal. Bupati pertama Mandailing Natal tidak sungkan mengatakan bahwa kampunya adalah Sibanggor Jae, dikarenakan beliau sendiri sering berkunjung ke sana atas pencapaian-pencapaian prestasi desa tersebut di samping warganya yang relijius dan ramah kepada orang-orang yang menjadi tamu desa tersebut.",Sejarah_Nusantara
Jelaskan asal-usul dan fungsi Pantai Haeundae dalam tradisi masyarakat Indonesia.,,"Pantai Haeundae (해운대 해수욕장) adalah sebuah pantai yang terletak di Distrik Haeundae, kota Busan, Korea Selatan. Pantai ini merupakan objek wisata yang ramai dikunjungi pada musim panas oleh para wisatawan. Karena lokasinya berdekatan dengan pusat kota Busan, bangunan tinggi dan hotel-hotel berjajar di sepanjang pesisir pantai ini. Berbagai festival yang diselenggarakan di Pantai Haeundae sepanjang tahun antara lain perayaan Jeongwol Daeboreum (Februari), kompetisi berenang Polar Bear di musim dingin, membuat patung dari pasir (Juni), serta Festival Laut Busan (Agustus). Di dekat Pantai Haeundae terdapat objek wisata lain, yakni Pulau Dongbaek, Kepulauan Oryukdo, dan BEXCO (Busan Exhibition & Convention Center).",Budaya_Tradisi
Apa makna dan peran Museum La Pawawoi dalam kehidupan masyarakat Indonesia?,,"Museum La Pawawoi merupakan bangunan bekas Istana Andi Mappanyukki Sultan Ibrahim Raja Bone ke XXXII. Bangunan ini berdiri di lahan 600 m² dengan luas 150 m² yang terletak di Jl. K.H. Thamrin No.9 Watampone, Kecamatan Tenete Rianttang Kabupaten Bone, Provinsi Sulawesi Selatan 602. Museum ini didirikan sejak 5 Januari 1971 oleh Bupati Bone, H. Suaib. La Pawawoi diambil dari raja Bone XXXI yang merupakan salah satu pahlawan Nasional yaitu La Pawawoi Karaeng Sigeri. La Pawawo lahir pada tahun 1935 dan merupakan pahlawan Bone I,II, Ill, dan IV melawan Belanda. Museum ini dieresmikan pada tanggal 14 April 1982 oleh Menteri Pendidikan dan Kebudayaan RI Bapak Daoed Yoesoef.",Sejarah_Nusantara
Ceritakan secara singkat tentang Sastra Pedalangan dan signifikansinya bagi masyarakat setempat.,,Kembang sungsang dinang kunang Kotak kurawis wayang Lindu nira bumi bengkah Adam adam babu hawa Siskang danur wilis Ingkang ngagelaraken cahya nur cahya Anwas anwar ngagelaraken Malih kang danur citra Nurcahya nursari nurjati Dangiang wayang wayanganipun Semar sana ya danar guling Basa sem pangangken-angken Mareng ngemaraken Dat Kang Maha Tunggal Wayang agung wineja wayang tunggal Wayang tunggal,Budaya_Tradisi
Jelaskan apa itu Daftar Penerima Penghargaan Primaniyarta dalam konteks budaya dan tradisi Indonesia.,,"Adaro Indonesia, PT Erna Djuliawati, PT Indah Kiat Pulp And Paper Tbk, PT Indorama Synthetics Tbk, PT Karya Putrakreasi Nusantara, PT Mataram Tunggal Garment, PT Musim Mas, PT Pura Barutama, PT Sarimakmur Tunggal Mandiri, PT Sorini Agro Asia Corporindo Tbk (Sorini Corporation Tbk), PT",Sejarah_Nusantara
Apa makna dan peran -stan dalam kehidupan masyarakat Indonesia?,,"Akar Proto-Indo-Eropa untuk kata benda ini adalah *steh₂- (*stā- menurut rekonstruksi lama) yang artinya ""berdiri"" (atau ""melangkah (ke suatu tempat), menempatkan (diri)""). *steh₂- juga menjadi sumber kata to stand dalam bahasa Inggris, stāre dalam bahasa Latin, dan histamai (ίσταμαι) dalam bahasa Yunani yang semuanya berarti ""berdiri"", sebagaimana pula تون (tun, ""habitat"" atau ""tanah air"") dalam bahasa Pashto dan стан (stan, ""permukiman"" atau ""kemah semi-permanen"") dalam bahasa Rusia. Dalam bahasa Polandia, stan berarti ""keadaan"" atau ""kondisi"", sedangkan dalam bahasa Serbia-Kroasia artinya ""apartemen"" (modern) dan ""habitat"" (asli). Dalam bahasa Ceko dan Slovak, kata ini berarti ""tenda"" atau ""markas"" (militer). Dalam rumpun bahasa Jerman, akarnya adalah Stand (""tempat, lokasi""), Stadt (Jerman), stad/sted (Belanda/Skandinavia), stêd (Frisia Barat, dan stead (Inggris); semuanya berarti ""tempat"" atau ""kota"". Sufiks -stan mirip dengan sufiks -land yang digunakan di berbagai nama negara dan tempat.",Budaya_Tradisi
"Apa yang dimaksud dengan Pulau Aro, Kuantan Tengah, Kuantan Singingi dan bagaimana keberadaannya dalam budaya Indonesia?",,"Dan khusus Desa Pulau Aro, pembukaan lahan pertama kalinya sekitar pada tahun 1801 M, yang diprakarsai oleh beberapa orang. Dan pada saat pembukaan lahan tersebut mereka menemukan batang Aro yang sangat besar yang berada di dekat Pulau yang terhampar di tepi sungai kuantan ( dulu sungai kuantan tidak seluas sekarang ). Dan pada saat itulah mereka ingin menamakan daerah yang meraka buka dengan sebutan Pulau Aro. Dulunya masing-masing wilayah ini belum mempunyai pemimpin, akan tetapi karna penduduknya sudah mulai bertambah, maka mereka mulai melakukan penunjukan ketua rombongan diantara mereka, yang berguna untuk merundingkan apabila terjadi sesuatu hal yang terjadi diwilayah masing-masing. Seperti pada saat penentuan batas-batas wilayah, masing-masing ketua rombongan sepakat untuk menentukan batas ditentukan dengan sistim hukum alam. Batas – batas ini dibuktikan dengan adanya aliran sungai yang membatasi masing –masing wilayah, namun seiring dengan perkembangan jaman kedudukan masing-masing batas tersebut ada yang bergeser, seperti yang terjadi antara Desa Pulau Aro dan Desa Koto, padahal dulunya telah dibangun jembatan Lilisan yang berarti Cupak/takaran sebagai batas wilayah.",Sejarah_Nusantara
Jelaskan apa itu The Reverend dalam konteks budaya dan tradisi Indonesia.,,"The Reverend adalah gaya (style) kehormatan yang paling sering ditempatkan di depan nama rohaniawan dan imam Protestan. Kadang-kadang ada perbedaan dalam cara gaya ini digunakan di berbagai negara dan tradisi gereja. Pendeta secara tepat disebut gaya tetapi sering dan dalam beberapa kamus disebut gelar (title), bentuk sapaan, atau gelar kehormatan. Gaya ini juga terkadang digunakan oleh para pemimpin agama non-Kristen seperti Yudaisme dan Buddha.",Budaya_Tradisi
Deskripsikan Samurai Deeper Kyo sebagai bagian dari kekayaan budaya Nusantara.,,"""Kyo si Mata Iblis"" sebenarnya adalah keturunan terakhir klan Mibu, yaitu klan yg disebut sebagai klan dewa dan mengatur Jepang dari ""balik layar"". Pedang kyo adalah salah satu dari 4 pusaka Muramasa. Pedang Kyo yang bernama Tenro mempunyai roh/jiwa raja merah yg pertama. Saat berlatih Kyo diserang salah satu goyousei yaitu pejabat tinggi klan Mibu yg menguasai elemen air yang bernama Shinrei. Pada saat mereka bertarung, Kyo kalah telak dengan Shinrei, tetapi ditolong oleh Muramasa yang juga mantan taishiro yang memiliki kekuasaan tertinggi setelah raja merah. Setelah kalah, Shinrei pergi tetapi setelah dia melakukan taruhan dengan Kyo, Shinrei memasukan naga air ke dalam tubuh Yuya yang akan membunuh Yuya setelah 60 hari. Demi menyelamatkan Yuya, Kyo pun berlatih berdua dengan Muramasa di dalam gua. Pada saat Kyo sedang berlatih, Yuya dan Bontemaru (Masamune Date) diserang anggota goyousei yang bernama Keikoku yang berelemen api.",Sejarah_Nusantara
Deskripsikan Politik Qatar sebagai bagian dari kekayaan budaya Nusantara.,,"Politik Qatar menggunakan sistem Kerajaan mutlak atau Kerajaan konstitusional dengan Amir yang berperan sebagai Kepala negara dan Kepala pemerintahan. Sejak Referendum 2003, Qatar menjadi negara Kerajaan konstitusional. Hukum Syariat Islam menjadi dasar legislasi Qatar sesuai dengan konstitusi Qatar.",Sejarah_Nusantara
Jelaskan apa itu Jolbon dalam konteks budaya dan tradisi Indonesia.,,"Pada tahun 37 SM, Jumong melarikan diri dari Dongbuyeo untuk menghindari maut yang datang dari Putra Mahkota Kerajaan Dongbuyeo, Daeso, yang menunjukkan kecemburuan yang besar terhadap Jumong. Setelah melarikan diri, Jumong mendirikan sebuah kerajaan baru pada tahun 37 SM yang bernama Goguryeo di wilayah Jolbon.",Sejarah_Nusantara
Deskripsikan Lev II dari Galisia sebagai bagian dari kekayaan budaya Nusantara.,,"Ayahandanya adalah Raja Yuri I (1252–1308), yang ia gantikan di atas takhta Halych-Volynia. Setelah kematian ayahandanya, ia memerintah kerajaan bersama dengan saudaranya, Andriy. Ibundanya adalah Eufemia dari Kujawy. Menurut banyak sumber, bersaudara itu adalah rekan-pemimpin, yang memerintah bersama-sama, namun beberapa sumber menyatakan bahwa Lev II memerintah di Halych dan Andriy memerintah di Volodymyr-Volynskyi (dan yang lain menyatakan hal yang sama, namun dengan wilayah yang terbalik) yang diduga menyiratkan perpecahan yuridiksi.",Sejarah_Nusantara
Jelaskan apa itu Pariwisata di Islandia dalam konteks budaya dan tradisi Indonesia.,,"Sebelumnya, jasa untuk wisatawan asing bukan merupakan sektor yang penting dan tidak menyumbang lebih dari dua persen PDB (bahkan setelah kemajuan transportasi udara). Jumlah wisatawan asing tidak bertambah banyak hingga awal tahun 1980-an dan tidak pernah melebihi 80.000 orang dalam satu tahun. Situasi ini berubah pada tahun 2000-an dan jumlah wisatawan untuk pertama kalinya melebihi jumlah penduduk Islandia. Beberapa tahun kemudian, industri pariwisata Islandia mulai berkembang pesat hingga hari ini dan jumlah wisatawan asing tumbuh dengan rata-rata sebesar 6 persen per tahun dari tahun 2003 hingga 2010, dan rata-rata sekitar 20 persen per tahun dari tahun 2010 hingga 2014. Pada tahun 2015, pertumbuhan ini berlanjut dan jumlah wisatawan asing melebihi satu juta pada periode Januari hingga Oktober. Menurut Biro Wisata Islandia, jumlah wisatawan yang bermalam di Islandia bertambah dari 595.000 pada tahun 2000 menjadi 2,1 juta pada tahun 2010, sebelum akhirnya mencapai 4,4 juta pada tahun 2014.",Sejarah_Nusantara
Bagaimana Orang Hajong mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,Budaya Hajong Kelompok etnik di Asia Selatan Kelompok etnik di India Kelompok etnik di India Timur Laut Orang berbahasa Sino-Tibet Bodo-Kachari Kelompok etnik Hindu,Budaya_Tradisi
Jelaskan asal-usul dan fungsi Pernikahan sepupu dalam tradisi masyarakat Indonesia.,,"Pernikahan sepupu adalah pernikahan di mana kedua pasangan merupakan sepupu (yaitu orang dengan kakek nenek yang sama). Praktik ini umum dilakukan pada masa lampau dan kembali umum pada masyarakat hari ini, meskipun pada beberapa yurisdiksi pernikahan seperti ini dilarang. Di seluruh dunia, lebih dari 10% pernikahan terjadi pada sepupu pertama atau kedua. Pernikahan sepupu merupakan topik yang penting dalam antropologi dan teori aliansi.",Budaya_Tradisi
Apa makna dan peran Adam Rainer dalam kehidupan masyarakat Indonesia?,,"Biografi Rainer lahir di Graz, Austria-Hungaria. Pada tahun 1917, saat berusia 18 tahun, ia memiliki tinggi badan sebesar , lalu pada tahun 1918, usia ke-19, ia diukur dengan tinggi badan . Ciri khusus yang digunakan untuk menentukan dwarfisme adalah tinggi badan orang dewasa di bawah . Kemudian, kemungkinan besar sebagai akibat dari tumor hipofisis, ia mengalami percepatan pertumbuhan yang dramatis sehingga pada tahun 1932 di usia 33 tahun, tinggi badannya mencapai . Sebagai akibat dari gigantisme yang ia alami, dia hanya terbaring di tempat tidur selama sisa hidupnya. Ketika dia meninggal pada tahun 1950 (umur 51 tahun), tinggi badannya mencapai . Ukuran sepatunya yang pada usia 19 tahun sebesar AS 10 (ukuran EUR 43) menjadi ukuran 20 (EUR 53) hanya tiga tahun kemudian.",Sejarah_Nusantara
Apa yang dimaksud dengan Perjanjian Schengen dan bagaimana keberadaannya dalam budaya Indonesia?,,"Pada tahun 1985, perjanjian Schengen disetujui oleh Negara Unit Ekonomi Benelux, Prancis, dan Jerman. Semua negara anggota yang telah menandatangani perjanjian ini menyetujui untuk menghapuskan pemeriksaan di wilayah perbatasan yang mana mereka saling berbagi wilayah kekuasaan didaerah tersebut. Bagi pengendara kendaraan bermotor dapat langsung melewati daerah perbatasan tersebut apabila memiliki green card visa pada kaca depan mobilnya. Namun para petugas tetap berjaga di wilayah perbatasan untuk memastikan keamanan dan kenyamanan masyarakat. Perjanjian ini disebut juga dengan perjanjian Schengen I Pada 1990, terjadi pembaharuan peraturan yang lebih berkembang. Perjanjian menghasilkan peraturan mengenai penghapusan sistem pemeriksaan yang lengkap di area perbatasan selama jangka waktu tertentu. Peraturan ini disebut juga dengan perjanjian Schengen II",Sejarah_Nusantara
Jelaskan asal-usul dan fungsi 1292 dalam tradisi masyarakat Indonesia.,,"Peristiwa Ekspedisi Mongol atas perintah Kublai Khan ke pulau Jawa, untuk menghukum dan menaklukkan kerajaan Singhasari di bawah pemerintahan Kertanagara, tetapi kemudian diusir pulang oleh Raden Wijaya. Kerajaan Singhasari, pimpinan Prabu Kertanegara runtuh akibat pemberontakan Jayakatwang dan pada tahun berikutnya Kerajaan Majapahit didirikan oleh Raden Wijaya. Dalam perjalanannya pulang dari Tiongkok, pedagang dan penjelajah asal Italia Marco Polo singgah di Perlak, suatu kerajaan Muslim di daerah Aceh kini.",Sejarah_Nusantara
Deskripsikan Taman dan rekreasi di Kota New York sebagai bagian dari kekayaan budaya Nusantara.,,"Kota ini memiliki taman seluas 28.000 are (113 km²) dan pantai sepanjang 14 mil (22 km). Prospect Park di Brooklyn, dirancang oleh Frederick Law Olmsted dan Calvert Vaux, memiliki padang rumput seluas 90 are (360,000 m²) yang dianggap sebagai padang rumput terbesar di sebuah taman Amerika Serikat. Flushing Meadows Park di Queens adalah taman terbesar ketiga di kota ini dan menjadi tempat penyelenggaraan Pameran Dunia tahun 1939 dan 1964. Manhattan Central Park, juga dirancang oleh Olmsted dan Vaux, adalah taman kota terpopuler di Amerika Serikat. Taman ini memiliki ratusan ruang dan tempat relaksasi dan pengalaman budaya, termasuk konser gratis, acara tari, drama, dan film di Summerstage, dan pertunjukan untuk anak-anak di Swedish Cottage Marionette Theatre.",Budaya_Tradisi
